Part No.,MODEL,S/N,配件,BIN ID,Status,狀態,借用人,"借用單
編號",出借人,借用日,到期日,入庫日期,備註,"最後
盤點日",Sales Requester,Purpose
186381-02,SH68-C68-S (2m),Cable 996,,庫-郭皇志,V,2,Fred,,Vivian H,2013/5/27,,2006/8/7,,2013/5/27,,
186381-02,SH68-C68-S (2m),Cable 1946,,庫-林格瑋,V,4,,,,,,2008/11/20,,2015/9/16,,
186381-02,SH68-C68-S (2m),Cable 1928,,庫-RAE(N1)-Jay,V,2,Robert,,Vivian H,2018/8/20,,2007/3/14,,2018/6/12,,
186381-02,SH68-C68-S (2m),Cable 1927,,庫-FSE(M1)-Andrew,V,4,,,,,,2007/3/14,,2015/11/4,,
186381-02,SH68-C68-S (2m),Cable 379,,TR9,V,4,,,,,,2005/10/11,,,,
186381-02,SH68-C68-S (2m),Cable 378,,TR8,V,4,,,,,,2005/10/11,,2017/11/10,,
186381-02,SH68-C68-S (2m),Cable 377,,TR7,V,4,,,,,,2005/10/11,,,,
186381-02,SH68-C68-S (2m),Cable 376,,TR6,V,4,,,,,,2005/10/11,,2017/11/10,,
186381-02,SH68-C68-S (2m),Cable 375,,TR5,V,4,,,,,,2007/3/14,,,,
186381-02,SH68-C68-S (2m),Cable 374,,TR4,V,4,,,,,,2005/10/11,,,,
186381-02,SH68-C68-S (2m),Cable 373,,TR3,V,4,,,,,,2005/10/11,,,,
186381-02,SH68-C68-S (2m),Cable 372,,TR2,V,4,,,,,,2005/10/11,,2017/11/10,,
186381-02,SH68-C68-S (2m),Cable 370,,TR0,V,4,,,,,,2005/10/11,,,,
186381-02,SH68-C68-S (2m),Cable 1966,,SDR-2,V,4,,,,,,2006/11/17,,,,
186381-02,SH68-C68-S (2m),Cable 1909,,庫-FSE(N5)-Marvin,V,4,,,,,,2006/9/27,,2018/9/18,,
186381-02,SH68-C68-S (2m),Cable 404,,D4,L,2,Ivan,,Vivian H,2018/3/12,,,,2017/3/31,,
183615B-02,SH96-6868 (2m),Cable 506,,D3,S,4,,,,,,,,,,
183228B-02,SH96-96 (2m),Cable 507,,D3,S,4,,,,,,,,,,
150275-01,SH96F-96M(1m),Cable 518,,D3,S,4,,,,,,2014/1/10,,2019/10/1,,
150275-01,SH96F-96M(1m),Cable 523,,D3,S,4,,,,,,2014/1/10,,2016/1/22,,
185258B-02,SH9MD-AUX(AUX-AUX),Cable 042,,右3,S,4,,,,,,,,,,
185258B-02,SH9MD-AUX(AUX-AUX),Cable 081,,右3,S,4,,,,,,,,,,
192344-01,SHB12-B12X (1m)(6562),Cable 437,,D4,S,4,,,,,,2005/3/31,,2019/10/1,,
196236-1R5,SHB12-H3X24,Cable 1061,,S4,V,4,,,,,,2011/5/19,,2019/10/1,,
196236-1R5,SHB12-H3X24,Cable 1062,,S4,V,4,,,,,,2011/5/19,,2014/1/16,,
184748A-01,SHC50-68 (1m),Cable 043,,右3,S,4,,,,,,2004/4/5,,,,
184748A-01,SHC50-68 (1m),Cable 044,,右3,S,4,,,,,,,,,,
191945-01,SHC68-68,Cable 208,,庫-右4,V,4,,,,,,2006/11/17,,2016/6/13,,
191945-01,SHC68-68,Cable 237,,右4,S,4,,,,,,2008/2/19,,2019/5/23,,
191945-01,SHC68-68,Cable 239,,右4,L,2,Chun-I,,Vivian H,2019/3/25,,2008/2/19,,2018/3/31,,
191945-01,SHC68-68,Cable 006,,右3,S,4,,,,,,2015/7/6,,2019/9/4,,
191945-01,SHC68-68,Cable 100,,右3,L,2,Robert,,Vivian H,2019/4/9,,2015/7/6,,2019/1/24,,
191945-01,SHC68-68,Cable 118,,右3,S,4,,,,,,2015/7/6,,2019/1/24,,
191945-01,SHC68-68,Cable 143,,右3,S,4,,,,,,2015/7/6,,2017/10/30,,
191945-01,SHC68-68,Cable 1007,,S4,D,4,,,,2018/3/8,,2008/2/19,,2018/2/22,,
191945-01,SHC68-68,Cable 1033,,S4,V,4,,,,,,2010/5/12,,2018/10/9,,
191945-01,SHC68-68,Cable 1034,,S4,V,02,日月光／洪進強,180105-103403,Serena,2018/1/5,2019/3/31,2010/5/12,,2017/12/5,,
191945-01,SHC68-68,Cable 1035,,S4,V,4,,,,,,2010/5/12,,2018/10/9,,
191945-01,SHC68-68,Cable 1036,,S4,V,4,,,,,,2010/5/12,,2018/10/9,,
191945-01,SHC68-68,Cable 1037,,S4,V,02,日月光／洪進強,180105-103403,Serena,2018/1/5,2019/3/31,2010/5/12,,2017/9/22,,
191945-01,SHC68-68,Cable 1038,,S4,V,4,,,,,,2010/5/12,,2018/10/9,,
191945-01,SHC68-68,Cable 1039,,S4,V,02,日月光／洪進強,180105-103403,Serena,2018/1/5,2019/3/31,2010/5/12,,2016/3/11,,
188143-01,SHC68-68-D3 (1m),Cable 041,,右3,S,4,,,,,,,,2019/2/14,,
186838C-01,SHC68-68-EP (1m),Cable 979,,數采／季松平,V,4,,,,,,,,,,
186838C-01,SHC68-68-EP (1m),Cable 243,,儀上／徐章生,V,4,,,,,,,,,,
186838C-01,SHC68-68-EP (1m),Cable 985,,郭皇志,V,4,要拿回,,,,,2006/7/31,,,,
186838C-02,SHC68-68-EP (1m),Cable 944,,庫-林宏盛,V,4,,,,,,2004/4/9,,,,
186838C-01,SHC68-68-EP (1m),Cable 986,,庫-FSE(N3)-Andy,V,4,,,,,,2006/7/31,,2015/9/16,,
186838C-01,SHC68-68-EP (1m),Cable 924,,林沛彥,V,4,要拿回,,,,,,,,,
186838C-02,SHC68-68-EP (1m),Cable 036,,右3,S,4,,,,,,,,,,
186838C-01,SHC68-68-EP (1m),Cable 369,,HR9,V,4,,,,,,2005/2/16,,,,
186838C-01,SHC68-68-EP (1m),Cable 368,,HR8,V,4,,,,,,2005/2/16,,,,
186838C-01,SHC68-68-EP (1m),Cable 367,,HR7,V,4,,,,,,2005/2/14,,,,
186838C-01,SHC68-68-EP (1m),Cable 366,,HR6,V,4,,,,,,2005/2/14,,,,
186838C-01,SHC68-68-EP (1m),Cable 365,,HR5,V,4,,,,,,2005/2/14,,,,
186838C-01,SHC68-68-EP (1m),Cable 364,,HR4,V,4,,,,,,2005/2/14,,,,
186838C-01,SHC68-68-EP (1m),Cable 363,,HR3,V,4,,,,,,2005/2/14,,,,
186838C-01,SHC68-68-EP (1m),Cable 362,,HR2,V,4,,,,,,2005/2/14,,,,
186838C-01,SHC68-68-EP (1m),Cable 361,,HR1,V,4,,,,,,2005/2/14,,,,
186838C-01,SHC68-68-EP (1m),Cable 360,,HR0,V,4,,,,,,2005/2/14,,,,
186838C-01,SHC68-68-EP (1m),Cable 420,,D4,S,4,,,,,,,,2015/9/16,,
186838C-02,SHC68-68-EP (2m),Cable 434,,D4,S,4,,,,,,,,2016/6/24,,
186838C-02,SHC68-68-EP (2m),Cable 423,,D4,L,2,Edmund,,Vivian H,2019/8/7,,2004/8/9,,,,
186838B-02,SHC68-68-EP (2m),Cable 430,,D4,S,4,,,,,,,,,,
192061-01,SHC68-68-EPM (1m),Cable 047,,右3,L,2,Jack,,Vivian H,2019/10/28,,,,2019/6/20,,
192061-01,SHC68-68-EPM (1m),Cable 435,,D4,L,10,宗臣科技／賴侑呈,190917-165846,Vivian S,2019/9/17,2019/10/20,2005/2/3,,2019/8/28,,
192061-01,SHC68-68-EPM (1m),Cable 453,,D4,L,01,旺矽科技／吳秉穎,190329-171047,Andrew,2019/3/29,2019/6/1,2004/11/10,,2019/1/8,,
192061-01,SHC68-68-EPM (1m),Cable 454,,D4,L,00,台積電／李則輝,181001-120712,Ivan,2018/10/1,2018/11/3,2004/11/10,2009/5/22客戶以新品還貨,2018/4/24,,
192061-01,SHC68-68-EPM (1m),Cable 439,,D4,L,00,精湛光學／蘇東民,190506-104456,Erika,2019/5/6,2019/6/8,2008/2/15,,2019/4/23,,
192061-01,SHC68-68-EPM (1m),Cable 413,,D4,L,00,國際航電／姚廷諺,190725-154023,Anderson,2019/7/25,2019/8/27,2008/2/15,,2019/7/15,,
192061-01,SHC68-68-EPM (1m),Cable 451,,D4,L,00,日月光／林育聖,190314-104438,Serena,2019/3/14,2019/4/16,2008/2/15,,2018/5/4,,
192061-01,SHC68-68-EPM (1m),Cable 455,,D4,L,00,日月光／洪進強,190412-110240,Serena,2019/4/12,2019/5/15,2005/10/28,,2019/2/21,,
192061-01,SHC68-68-EPM (1m),Cable 967,,庫-楊岳庭,V,2,Robert,,Vivian H,2019/10/22,,2007/3/16,,2015/9/16,,
192061-01,SHC68-68-EPM (1m),Cable 928,,庫-陳志強,V,4,,,,,,2005/10/28,,2015/9/16,,
192061-01,SHC68-68-EPM (1m),Cable 1937,,庫-李宗翰,V,4,,,,,,2007/3/26,,2015/9/16,,
192061-01,SHC68-68-EPM (1m),Cable 1960,,庫-RAE(S2)-Chuck,V,4,,,,,,2008/2/12,,2016/1/21,,
192061-01,SHC68-68-EPM (1m),Cable 1975,,庫-RAE(S1)-Jonathan,V,00,蔚華科技／鞠德山,191115-165543,Wranky,2019/11/15,2019/12/18,2008/11/20,,,,
192061-01,SHC68-68-EPM (1m),Cable 924,,庫-RAE(N1)-Jay,V,4,,,,,,2007/3/9,,,,
192061-01,SHC68-68-EPM (1m),Cable 941,,庫-FSE(S1)-Dan,V,4,,,,,,2008/2/15,,2015/9/16,,
192061-01,SHC68-68-EPM (1m),Cable 2031,,庫AE(04)-Chuck,V,4,,,,,,2011/8/23,,2019/8/15,,
192061-01,SHC68-68-EPM (1m),Cable 1961,,庫-RAE(N4)-Charles,V,4,,,,,,2008/2/12,,2018/12/12,,
192061-01,SHC68-68-EPM (1m),Cable 1939,,庫-AE(13)-Leon,V,4,,,,,,2007/3/26,,2018/10/22,,
186838-01,SHC68-68-EPM (1m),Cable 1950,,New AE,V,4,,,,,,2006/3/21,,2016/2/24,,
192061-01,SHC68-68-EPM (1m),Cable 905,,AE(11)-Andy H,V,4,,,,,,2008/2/15,,2018/4/9,,
192061-01,SHC68-68-EPM (1m),Cable 980,,庫-AE(09)-Jack,V,4,,,,,,2005/10/28,,2019/5/29,,
192061-01,SHC68-68-EPM (1m),Cable 938,,AE(07)-Elca,V,4,,,,,,2007/3/16,,2018/4/9,,
192061-01,SHC68-68-EPM (1m),Cable 969,,AE(01)-Noter,V,4,,,,,,2007/3/16,,2018/4/9,,
192061-01,SHC68-68-EPM (1m),Cable 944,,FSE(S2)-Ronland,V,4,,,,,,2007/3/9,,,,
192061-01,SHC68-68-EPM (1m),Cable 973,,庫-FSE(N7)-Kevin Y,V,4,,,,,,2007/3/16,,2019/5/23,,
192061-01,SHC68-68-EPM (1m),Cable 935,,FSE(M1)-Andrew,V,4,,,,,,2007/3/9,,2014/1/16,,
192061-01,SHC68-68-EPM (1m),Cable 910,,庫-AE(12)-Ting,V,4,,,,,,2008/2/15,,2019/4/15,,
192061-01,SHC68-68-EPM (1m),Cable 939,,AE(08)-Edmund,V,4,,,,,,2007/3/9,,2018/6/12,,
192061-01,SHC68-68-EPM (1m),Cable 1947,,AE(06)-Tom H,V,4,,,,,,2005/10/28,,2018/1/22,,
192061-01,SHC68-68-EPM (1m),Cable 901,,AE(02)-Welly,V,4,,,,,,2007/3/16,,2018/8/27,,
192061-01,SHC68-68-EPM (1m),Cable 903,,緯宇／劉?甫,V,4,,,,,,2007/3/16,,2013/8/8,,
192061-01,SHC68-68-EPM (1m),Cable 976,,宗臣／林俊賢,V,4,,,,,,2005/8/17,,,,
192061-01,SHC68-68-EPM (1m),Cable 977,,宗臣／林俊賢,V,4,,,,,,2005/8/17,,,,
192061-01,SHC68-68-EPM (1m),Cable 959,,郭皇志,V,4,,,,,,2004/12/8,,,,
192061-01,SHC68-68-EPM (1m),Cable 309,,TR9,V,4,,,,,,2009/1/21,,,,
192061-01,SHC68-68-EPM (1m),Cable 308,,TR8,V,4,,,,,,2009/1/21,,,,
192061-01,SHC68-68-EPM (1m),Cable 307,,TR7,V,4,,,,,,2009/1/21,,,,
192061-01,SHC68-68-EPM (1m),Cable 306,,TR6,V,4,,,,,,2009/1/21,,,,
192061-01,SHC68-68-EPM (1m),Cable 305,,TR5,V,4,,,,,,2009/1/21,,,,
192061-01,SHC68-68-EPM (1m),Cable 304,,TR4,V,4,,,,,,2009/1/21,,,,
192061-01,SHC68-68-EPM (1m),Cable 303,,TR3,V,4,,,,,,2009/1/21,,,,
192061-01,SHC68-68-EPM (1m),Cable 302,,TR2,V,4,,,,,,2009/1/21,,,,
192061-01,SHC68-68-EPM (1m),Cable 301,,TR1,V,4,,,,,,2009/1/21,,,,
192061-01,SHC68-68-EPM (1m),Cable 300,,TR0,V,4,,,,,,2009/1/21,,2016/1/21,,
186838-01,SHC68-68-EPM (1m),Cable 347,,SR7,V,4,,,,,,2008/2/12,,,,
186838-01,SHC68-68-EPM (1m),Cable 346,,SR6,V,4,,,,,,2008/2/12,,,,
186838-01,SHC68-68-EPM (1m),Cable 345,,SR5,V,4,,,,,,2008/2/12,,,,
186838-01,SHC68-68-EPM (1m),Cable 344,,SR4,V,4,,,,,,2008/2/12,,,,
186838-01,SHC68-68-EPM (1m),Cable 343,,SR3,V,4,,,,,,2008/2/12,,,,
186838-01,SHC68-68-EPM (1m),Cable 342,,SR2,V,4,,,,,,2008/2/12,,,,
186838-01,SHC68-68-EPM (1m),Cable 341,,SR1,V,4,,,,,,2008/2/12,,,,
186838-01,SHC68-68-EPM (1m),Cable 340,,SR0,V,4,,,,,,2008/2/12,,,,
186838-01,SHC68-68-EPM (1m),Cable 359,,FR9,V,4,,,,,,2006/3/21,,,,
186838-01,SHC68-68-EPM (1m),Cable 358,,FR8,V,4,,,,,,2006/3/21,,,,
186838-01,SHC68-68-EPM (1m),Cable 357,,FR7,V,4,,,,,,2006/3/21,,,,
186838-01,SHC68-68-EPM (1m),Cable 356,,FR6,V,4,,,,,,2006/3/21,,,,
186838-01,SHC68-68-EPM (1m),Cable 355,,FR5,V,4,,,,,,2006/3/21,,,,
186838-01,SHC68-68-EPM (1m),Cable 354,,FR4,V,4,,,,,,2006/3/21,,,,
186838-01,SHC68-68-EPM (1m),Cable 353,,FR3,V,4,,,,,,2006/3/21,,,,
186838-01,SHC68-68-EPM (1m),Cable 352,,FR2,V,4,,,,,,2006/3/21,,,,
186838-01,SHC68-68-EPM (1m),Cable 351,,FR1,V,4,,,,,,2006/3/21,,,,
186838-01,SHC68-68-EPM (1m),Cable 350,,FR0,V,4,,,,,,2006/3/21,,,,
192061-02,SHC68-68-EPM (2m),Cable 907,,緯宇／劉?甫,V,4,,,,,,2011/6/28,,2013/8/8,,
192061-02,SHC68-68-EPM (2m),Cable 997,,數采／季松平,V,4,,,,,,2006/8/7,,,,
192061-02,SHC68-68-EPM (2m),Cable 1949,,儀上／徐章生,V,4,,,,,,2007/9/12,,,,
192061-02,SHC68-68-EPM (2m),Cable 908,,AE(05)-Tony Chen,V,4,,,,,,2008/2/14,,2018/8/27,,
192061-02,SHC68-68-EPM (2m),Cable 1962,,FSE(N8)-Lupin,V,4,,,,,,2008/2/14,,2017/6/3,,
192061-02,SHC68-68-EPM (2m),Cable 998,,FSE(N5)-Marvin,V,4,,,,,,2006/8/7,,,,
192061-02,SHC68-68-EPM (2m),Cable 1956,,庫-AE(10)-Jeff,V,4,,,,,,2007/5/4,,2019/12/3,,
191667-01,SHC68-68-RDIO(1m),Cable 1044,,S4,V,00,中科院／鍾光福,180105-160114,Vivian S,2018/1/5,2018/2/7,2010/9/9,,2014/1/16,,
191667-01,SHC68-68-RDIO(1m),Cable 2006,,FSE(N4)-Derek H,V,4,,,,,,2010/10/20,,2017/3/16,,
191667-01,SHC68-68-RDIO(1m),Cable 1989,,FSE(N2)-Alexander,V,4,,,,,,2010/9/20,,,,
191667-01,SHC68-68-RDIO(1m),Cable 2000,,庫-FSE(M2)-Alex,V,4,,,,,,2010/9/17,,2019/12/6,,
191667-01,SHC68-68-RDIO(1m),Cable 459,,D4,S,4,,,,,,2010/9/30,,2019/12/6,,
191667-01,SHC68-68-RDIO(1m),Cable 461,,D4,S,4,,,,,,2013/2/1,,2019/8/6,,
189588-01,SHC68-68-RMIO(1m),Cable 399,,TR9,V,4,,,,,,2008/9/25,,,,
189588-01,SHC68-68-RMIO(1m),Cable 398,,TR8,V,4,,,,,,2008/9/25,,,,
189588-01,SHC68-68-RMIO(1m),Cable 397,,TR7,V,4,,,,,,2008/9/25,,,,
189588-01,SHC68-68-RMIO(1m),Cable 396,,TR6,V,4,,,,,,2008/9/25,,,,
189588-01,SHC68-68-RMIO(1m),Cable 395,,TR5,V,4,,,,,,2008/9/25,,,,
189588-01,SHC68-68-RMIO(1m),Cable 394,,TR4,V,4,,,,,,2008/9/25,,,,
189588-01,SHC68-68-RMIO(1m),Cable 393,,TR3,V,4,,,,,,2008/9/25,,,,
189588-01,SHC68-68-RMIO(1m),Cable 392,,TR2,V,4,,,,,,2008/9/25,,,,
189588-01,SHC68-68-RMIO(1m),Cable 391,,TR1,V,4,,,,,,2008/9/25,,,,
189588-01,SHC68-68-RMIO(1m),Cable 390,,TR0,V,4,,,,,,2008/9/25,,,,
189588-01,SHC68-68-RMIO(1m),Cable 1156,,S4,V,4,,,,,,2007/11/1,,2019/11/13,,
189588-01,SHC68-68-RMIO(1m),Cable 1045,,S4,V,4,,,,,,2010/9/13,2011/07/19 客戶以新品返回,2019/11/13,,
189588-01,SHC68-68-RMIO(1m),Cable 2011,,FSE(N4)-Derek H,V,4,,,,,,2010/10/20,,2015/9/16,,
189588-01,SHC68-68-RMIO(1m),Cable 1987,,FSE(N2)-Alexander,V,4,,,,,,2010/9/20,,2014/1/16,,
189588-01,SHC68-68-RMIO(1m),Cable 1983,,庫-FSE(M8)-Zac,V,4,,,,,,2009/4/22,,2019/12/6,,
189588-01,SHC68-68-RMIO(1m),Cable 2033,,Andy P,V,4,,,,,,2011/7/21,,2019/10/17,,
189588-01,SHC68-68-RMIO(1m),Cable 2001,,庫-FSE(M2)-Alex,V,4,,,,,,2010/9/17,,2019/12/6,,
189588-01,SHC68-68-RMIO(1m),Cable 916,,FSE(M3)-Ryan,V,4,,,,,,2007/9/20,,,,
189588-02,SHC68-68-RMIO(2m),Cable 1985,,ADR-,V,4,,,,,,2009/4/29,,,,
184747-01,SHC68-C68-A1,Cable 064,,右3,S,4,,,,,,,,,,
184747-01,SHC68-C68-A1,Cable 067,,右3,S,4,,,,,,,,,,
188142-01,SHC68-C68-D2,Cable 1902,,數采／季松平,V,4,,,,,,2006/8/7,,,,
188142-01,SHC68-C68-D2,Cable 1924,,庫-郭毓麟,V,4,,,,,,2007/3/14,,,,
188142-01,SHC68-C68-D2,Cable 1923,,庫-郭皇志,V,4,,,,,,2007/3/14,,,,
188142-01,SHC68-C68-D2,Cable 911,,庫-吳詠權,V,4,,,,,,2007/5/17,,,,
188142-01,SHC68-C68-D2,Cable 1926,,庫-FSE(N1)-Wayne,V,4,,,,,,2007/3/14,,,,
188142-01,SHC68-C68-D2,Cable 1920,,庫-FSE(M1)-Andrew,V,4,,,,,,2007/3/14,,2015/11/4,,
188142-01,SHC68-C68-D2,Cable 153,,右4,S,4,,,,,,2004/4/21,,2016/3/30,,
188142-01,SHC68-C68-D2,Cable 214,,右4,S,4,,,,,,2007/5/17,,2016/3/30,,
188142-01,SHC68-C68-D2,Cable 069,,右3,S,4,,,,,,,,2015/9/16,,
188142-01,SHC68-C68-D2,Cable 389,,TR9,V,4,,,,,,2006/4/24,,,,
188142-01,SHC68-C68-D2,Cable 388,,TR8,V,4,,,,,,2006/4/24,,,,
188142-01,SHC68-C68-D2,Cable 387,,TR7,V,4,,,,,,2006/4/24,,,,
188142-01,SHC68-C68-D2,Cable 386,,TR6,V,4,,,,,,2006/4/24,,,,
188142-01,SHC68-C68-D2,Cable 385,,TR5,V,4,,,,,,2006/3/21,,,,
188142-01,SHC68-C68-D2,Cable 384,,TR4,V,4,,,,,,2006/3/21,,,,
188142-01,SHC68-C68-D2,Cable 383,,TR3,V,4,,,,,,2006/3/21,,,,
188142-01,SHC68-C68-D2,Cable 382,,TR2,V,4,,,,,,2006/3/21,,,,
188142-01,SHC68-C68-D2,Cable 381,,TR1,V,4,,,,,,2006/3/21,,,,
188142-01,SHC68-C68-D2,Cable 380,,TR0,V,4,,,,,,2007/5/17,,,,
188142-01,SHC68-C68-D2,Cable 1936,,S-AE03,V,4,,,,,,2007/3/30,,,,
188142-01,SHC68-C68-D2,Cable 1921,,FSE(S2)-Ronland,V,4,,,,,,2007/3/14,,,,
188142-01,SHC68-C68-D2,Cable 1919,,庫-FSE(N7)-Kevin Y,V,4,,,,,,2007/3/14,,2019/5/23,,
188142-01,SHC68-C68-D2,Cable 1925,,FSE(N6)-Vivian,V,4,,,,,,2007/3/14,,,,
188142-01,SHC68-C68-D2,Cable 914,,FSE(M6)-Tom,V,4,,,,,,2004/5/10,,,,
188142-01,SHC68-C68-D2,Cable 1935,,AE02,V,4,,,,,,2007/3/30,,,,
188142-01,SHC68-C68-D2,Cable 1934,,AE01,V,4,,,,,,2007/3/30,,,,
188143A-01,SHC68-C68-D3,Cable 097,,右3,S,4,,,,,,2004/4/16,,2015/9/16,,
188143A-01,SHC68-C68-D3,Cable 098,,右3,S,4,,,,,,2004/4/16,,,,
196275-01,SHC68-C68-D4,HA8284212,,右4,L,00,頎邦科技／邱顯清,190223-152903,Serena,2019/2/23,2019/3/28,2009/8/4,2009/10/1 與客戶換貨(原S/N:HA7143786),2018/12/22,,
196275-01,SHC68-C68-D4,HA8350506,,右4,L,2,Ronland,,Vivian H,2012/5/16,,2009/11/27,,2012/5/16,,
196275-01,SHC68-C68-D4,P10211006,,右4,L,00,光寶科技／胡國華,160907-144931,Derek H,2016/9/7,2016/9/25,2007/10/29,,2016/7/26,,
196275-01,SHC68-C68-D4,P10210998,,右4,L,10,宗臣科技／許朝欽,180419-102940,Frank,2018/4/19,2018/7/22,2007/10/29,,2018/2/9,,
196275-01,SHC68-C68-D4,P10211015,,右4,L,2,Elca,,Vivian H,2019/10/8,,2007/10/29,,2019/10/3,,
196275-01,SHC68-C68-D4,HB4535837,,右4,L,00,瑞揚系統／楊嘉智,191008-155043,Anderson,2019/10/8,2019/11/10,2009/4/17,2012/12/05 與客戶換貨(原S/N:HA8026347),2019/8/22,,
196275-01,SHC68-C68-D4,HA7991328,,YR3,V,4,,,,,,2009/4/10,,,,
196275-01,SHC68-C68-D4,HA7991331,,YR2,V,4,,,,,,2009/4/10,,,,
196275-01,SHC68-C68-D4,HA8004012,,YR1,V,4,,,,,,2009/4/10,,,,
196275-01,SHC68-C68-D4,HA7991330,,YR0,V,2,Sienna,,Vivian H,2018/6/4,,2009/4/6,,,,
196275-01,SHC68-C68-D4,P10221394,,SR4,V,4,,,,,,2008/2/12,,,,
196275-01,SHC68-C68-D4,P10221165,,SR3,V,4,,,,,,2008/2/12,,,,
196275-01,SHC68-C68-D4,P10221164,,SR2,V,4,,,,,,2008/2/12,,,,
196275-01,SHC68-C68-D4,P10221195,,SR1,V,4,,,,,,2008/2/12,,,,
196275-01,SHC68-C68-D4,P10221156,,SR0,V,4,,,,,,2008/2/12,,,,
781013-01,SHC68-C68-D4,HB3161622,,SDR-IC Test,V,4,,,,,,2012/1/4,,2014/1/16,,
781013-01,SHC68-C68-D4,HB3161623,,SDR-IC Test,V,4,,,,,,2012/1/4,,2014/1/16,,
781013-01,SHC68-C68-D4,HB3161624,,SDR-IC Test,V,4,,,,,,2012/1/4,,2014/1/16,,
781013-01,SHC68-C68-D4,HB3161625,,SDR-IC Test,V,4,,,,,,2012/1/4,,2014/1/16,,
781013-01,SHC68-C68-D4,Cable 1075,,S4,V,00,日月光／吳政倫,190513-095503,Serena,2019/5/13,2019/6/15,2012/1/4,,2019/2/21,,
781013-01,SHC68-C68-D4,Cable 1076,,S4,V,2,Ivan,,Karen,2015/3/17,,2012/1/4,,2015/3/17,,
781013-01,SHC68-C68-D4,Cable 1077,,S4,V,10,宗臣科技／賴侑呈,191113-140510,Derek H,2019/11/13,2019/12/16,2012/1/4,,2019/11/12,,
781013-01,SHC68-C68-D4,Cable 1079,,S4,V,4,,,,,,2012/1/4,,2019/1/31,,
781013-01,SHC68-C68-D4,Cable 1080, ,S4,V,4,,,,,,2012/1/4,,2019/10/24,,
781013-01,SHC68-C68-D4,Cable 1082,,S4,V,4,,,,,,2012/1/4,,2019/9/25,,
781013-01,SHC68-C68-D4,Cable 1083,,S4,V,4,,,,,,2012/1/4,,2019/11/26,,
781013-01,SHC68-C68-D4,Cable 1085,,S4,V,2,Anderson,,Vivian H,2019/3/20,,2012/1/4,,2019/3/12,,
781013-01,SHC68-C68-D4,Cable 1086,,S4,V,2,Anderson,,Vivian H,2019/3/20,,2012/1/4,,2019/3/12,,
196275-01,SHC68-C68-D4,P10221154,,S4,V,2,Wranky,,Vivian H,2017/1/11,,2008/2/12,,2016/12/21,,
781013-01,SHC68-C68-D4,Cable 1172,,S4,V,2,Anderson,,Vivian H,2019/6/11,,2012/1/4,,2019/4/23,,
781013-01,SHC68-C68-D4,Cable 1173,,S4,V,2,Howard,,Vivian H,2019/4/23,,2012/1/4,,2019/4/23,,
781013-01,SHC68-C68-D4,Cable 1174,,S4,V,4,,,,,,2012/1/4,,2019/8/13,,
781013-01,SHC68-C68-D4,Cable 1175,,S4,V,2,Lucien,,Vivian H,2019/8/22,,2012/1/4,,2019/8/13,,
196275-01,SHC68-C68-D4,P10214929,,庫-RAE(M7)-Siena,V,4,,,,,,2008/2/26,,2018/4/18,,
196275-01,SHC68-C68-D4,P10200515,,RAE(M5)-Ivan,V,4,,,,,,2007/8/7,,2017/9/1,,
196275-01,SHC68-C68-D4,HB6665002,,庫-FSE(M8)-Zac,V,4,,,,,,2013/9/25,,2019/8/22,,
196275-01,SHC68-C68-D4,HA8334310,,庫-FSE(M4)-Serena,V,4,,,,,,2009/11/27,,2018/1/5,,
196275-01,SHC68-C68-D4,HA8026349,,ADR-Noter,V,4,,,,,,2009/4/22,,2017/9/25,,
196275-01,SHC68-C68-D4,HC4775840,,Bianca,V,2,Ricky,,Vivian H,2019/5/6,,2017/7/25,,2017/8/3,,
196275-01,SHC68-C68-D4,Cable 648,,右4,S,4,,,,,,,,2019/12/5,,
781293-01,SHC68-C68-D4(2m),HC6386483,,庫-FSE(M8)-Zac,V,4,,,,,,2018/12/24,,2019/12/3,,
152870-01,SHC68-C68-D4L,Cable 2118,,Bianca,V,2,Ricky,,Vivian H,2019/5/6,,2017/7/25,,2017/8/3,,
781362-01,SHC68-C68-D5,Cable 1046,,S4,V,2,Ivan,,Vivian H,2018/10/3,,2010/9/20,,2017/6/25,,
156166-01,SHC68-C68-RDIO2 (1m),Cable 2135,,Andy P,V,4,,,,,,2019/5/8,,2019/11/4,,
156166-02,SHC68-C68-RDIO2 (2m),Cable 1160,,S4,V,4,,,,,,2013/12/12,,2019/8/20,,
186380-0R5,SHC68-C68-S (0.5m),Cable 102,,右3,L,02,日月光／洪進強,180105-103403,Serena,2018/1/5,2019/3/31,,,2017/9/22,,
186380-02,SHC68-C68-S (2m),Cable 2034,,庫-FSE(M4)-Jimmy K,V,4,,,,,,2011/7/21,,2015/9/16,,
186380-02,SHC68-C68-S (2m),Cable 953,,FSE(M6)-Tom,V,4,,,,,,,,,,
186380-02,SHC68-C68-S (2m),Cable 2022,,FSE(M3)-Ryan,V,4,,,,,,,,,,
186380-02,SHC68-C68-S (2m),Cable 401,,D4,L,00,日月光／洪進強,190412-110240,Serena,2019/4/12,2019/5/15,,,2018/2/22,,
186380-02,SHC68-C68-S (2m),Cable 402,,D4,L,00,日月光／洪進強,190412-110240,Serena,2019/4/12,2019/5/15,,,2018/10/9,,
186380-02,SHC68-C68-S (2m),Cable 428,,D4,S,4,,,,,,,,2019/11/28,,
