Part No.,MODEL,S/N,配件,BIN ID,Status,狀態,借用人,"借用單
編號",出借人,借用日,到期日,入庫日期,備註,"最後
盤點日",Sales Requester,Purpose
"781313-01
780917-01",cRIO-9025+9113,"1610BDE
15F0920",,KDR-e化,V,4,,,,,,"2011/9/30
2011/9/30",,,,
"781313-01
780918-01",cRIO-9025+9114,"15A00EE
15735C0",,庫-FSE(N7)-Kevin Y,V,4,,,,,,"2011/2/15
2011/2/15",,2019/5/23,,
"781313-01
780918-01
781093-01",cRIO-9025+9114+PS-15,"152036B
1503D64
5915329",,FSE(N2)-Alexander,V,4,,,,,,"2010/9/28
2010/9/20
2010/9/20",,,,
"781313-01
780918-01",cRIO-9025+9114,"15CC977
15CCE50",,E3,S,4,,,,,,"2011/06/16
2011/06/16",,2019/6/4,,
"781313-01
780918-01",cRIO-9025+9114,"1520361
1503D6A",,E3,S,4,,,,,,"2010/9/28
2010/9/17",,2018/11/13,,
"781313-01
780920-01",cRIO-9025+9118,"1610BCD
15EEC89",,E3,S,4,,,,,,"2011/9/30
2011/9/30",,,,
"781313-01
780920-01",cRIO-9025+9118,"15CC97C
15C430D",,E3,S,4,,,,,,"2011/6/28 
2011/6/28",,2018/2/2,,
"781313-01
780920-01",cRIO-9025+9118,"1520375
148AFFB",,E2,S,4,,,,,,"2010/10/20
2009/12/21",,2018/1/12,,
783450-01,cRIO-9030,1AE2719,USB Cable*1 2018/6/27 遺失,ADR-Welly,V,4,,,,,,2015/12/31,,2018/12/21,,
783450-01,cRIO-9030,1E2144E,192256A-01 USB Cable*1,中保-John W,V,2,Neil,,Vivian H,2019/11/6,,2019/7/15,,2019/7/16,,
784548-11,cRIO-9032,1C049F9,"USB Cable*1
天線*2",ISE(03)-Robert,V,4,,,,,,2017/3/20,,2019/8/22,,
784548-11,cRIO-9032,1C052D0,"USB Cable*1
天線*2",ISE(02)-Angus,V,2,Erika,,Vivian H,2019/11/5,,2017/3/20,,2019/8/16,,
783452-01,cRIO-9033,1993FD1,USB Cable*1,庫-ME-John W,V,10,數采科技／葉培儒,191126-113551,Frank,2019/11/26,2019/12/29,2014/10/15,,2019/10/9,,
783452-01,cRIO-9033,1A530E6,USB Cable*1,E3,L,10,緯宇國際／劉?甫,190507-172340,Frank,2019/5/7,2019/6/9,2014/10/20,2015/6/2 RMA(原S/N:1993FD3),2019/5/3,,
783453-01,cRIO-9034,1AA9CDC,USB Cable*1,E3,L,2,Amber L,,Vivian H,2019/11/19,,2015/10/6,,2019/11/19,,
783849-01,cRIO-9036,1A4B09E,USB Cable*1,E3,L,10,巨克富／何寬賢,191105-142012,Steve,2019/11/5,2019/12/8,2015/5/27,,2019/10/4,,
783850-01,cRIO-9038,1A5F685,USB Cable*1,FSE(N8)-Lupin,V,4,,,,,,2015/7/6,,2018/2/2,,
783850-01,cRIO-9038,1A5F692,USB Cable*1,FSE(N7)-Kevin Y,V,4,,,,,,2015/6/11,,2019/8/30,,
783851-01,cRIO-9039,1CB255E,USB Cable*1,庫-ME-John W,V,2,Eva C,,Vivian H,2019/11/11,,2017/11/7,,2019/5/16,,
783851-01,cRIO-9039,1CB256A,USB Cable*1,庫-ME-John W,V,2,Eva C,,Vivian H,2019/11/11,,2017/11/7,,2019/5/21,,
783851-01,cRIO-9039,1AF1324,USB Cable*1 2016/12/21 遺失,FSE(M10)-Wranky,V,4,,,,,,2016/2/16,,2017/11/23,,
785624-01,cRIO-9040,1E1CE29,769238-01 USB Cable*1,中保-John W,V,2,Neil,,Vivian H,2019/11/6,,2019/7/15,,2019/7/16,,
785622-01,cRIO-9042,1CF8027,769238-01 USB Cable*1,RAE(M7)-Paul,V,4,,,,,,2018/5/21,,2018/5/21,,
785620-01,cRIO-9043,1CF63DF,769238-01 USB Cable*1,庫-ME-John W,V,11,星協系統／吳志二,190418-100159,Anderson,2019/4/18,2019/6/21,2018/3/19,,2019/3/7,,
"785620-01
779473-01",cRIO-9043+9901,"1CF63E8
HC5839177",769238-01 USB Cable*1,MDR-PTC AR 1,V,2,John W,,Vivian H,2018/6/5,,2018/5/30,,2018/6/5,,
"785620-01
779473-01",cRIO-9043+9901,"1CF63E4
HC5239178",769238-01 USB Cable*1,MDR-PTC AR 2,V,10,凱茂科技／梁家銘,191120-180050,Anderson,2019/11/20,2019/12/23,2018/5/30,,2018/6/5,,
785621-01,cRIO-9047,1DF71FA,769238-01 USB Cable*1,ISE(06)-Erika,V,00,艾銳儀器／鍾卓吾,191029-145444,Erika,2019/10/29,2019/12/1,2019/4/1,,2019/11/11,,
785619-02,cRIO-9048,1D90C4D,769238-01 USB Cable*1,ADR-Welly,V,00,工研院／偕睿仁,191122-093614,Frank,2019/11/25,2019/12/2,2018/11/8,,2019/8/29,,
783832-01,cRIO-9065,30DAA67,USB Cable*1,E3,L,2,Erika,,Vivian H,2019/12/5,,2016/6/27,,2019/7/11,,
783169-01,cRIO-9066,306DA8D,,E3,S,4,,,,,,2008/11/6,2015/11/25與客戶換貨原779999-01 cRIO-9074 S/N:13D9E62,2019/11/26,,
782663-01,cRIO-9068,18D9BB5,,TR9,V,4,,,,,,2014/1/22,,,,
782663-01,cRIO-9068,1AD6E05,,TR8,V,4,,,,,,2016/6/30,,2016/7/1,,
782663-01,cRIO-9068,18D7176,,TR6,V,4,,,,,,2014/1/22,,,,
782663-01,cRIO-9068,18D9BD0,,TR5,V,4,,,,,,2014/1/22,,,,
782663-01,cRIO-9068,18D9BD9,,TR4,V,4,,,,,,2014/1/22,,,,
782663-01,cRIO-9068,1A6FB6D,,TR3,V,4,,,,,,2016/6/30,,2016/7/1,,
782663-01,cRIO-9068,190D629,,TR2,V,4,,,,,,2014/1/22,,,,
782663-01,cRIO-9068,190D682,,TR1,V,4,,,,,,2014/1/22,,,,
782663-01,cRIO-9068,1AC899F,,TR0,V,4,,,,,,2016/6/30,,2016/7/22,,
782663-01,cRIO-9068,18D2BFC,,TR7,V,4,,,,,,2013/10/1,,2019/3/20,,
782663-01,cRIO-9068,18D2C6B,Slot 2無法正常讀取,E3,S,4,,,,,,2013/10/4,2019/6/28 不能修,2019/6/28,,
782663-01,cRIO-9068,18D2C0B,,E3,L,2,Tony Chiang,,Vivian H,2017/4/27,,2013/10/1,,2017/4/13,,
782663-01,cRIO-9068,18D2C07,,E3,L,2,Noter,,Vivian H,2019/7/24,,2013/10/1,,2019/7/11,,
782663-01,cRIO-9068,18D716C,,E3,L,2,Howard,,Vivian H,2018/7/2,,2014/1/22,,2017/9/27,,
782663-01,cRIO-9068,190FDE2,,E3,L,2,Derek H,,Vivian H,2016/11/21,,2014/1/22,,2016/11/16,,
782663-01,cRIO-9068,18D7198,,E3,L,2,Chun-I,,Vivian H,2019/3/25,,2014/1/3,,2017/8/16,,
782663-01,cRIO-9068,19F2988,,E3,L,2,John W,,Vivian H,2019/5/28,,2016/6/30,,2019/4/24,,
779998-01,cRIO-9072,1303105,,E3,L,2,Steve,,Vivian H,2013/8/30,,2007/12/11,,2013/8/30,Andy,
780471-01,cRIO-9073,15C10B3,,E3,S,4,,,,,,2010/6/25,2011/09/28 與客戶換貨原779999-01 cRIO-9074 S/N:14B1D45,2019/3/20,,
779999-01,cRIO-9074,142EDF2,,睿柏-RST-機器人,V,4,,,,,,2009/10/21,,,,
779999-01,cRIO-9074,142ED7F,,睿柏,V,4,,,,,,2009/10/21,,,,
779999-01,cRIO-9074,15B4F61,,E3,S,4,,,,,,2011/6/23,,2019/5/30,,
779999-01,cRIO-9074,15B5009,,KDR-e化,V,4,,,,,,2011/6/23,,2015/9/16,,
779999-01,cRIO-9074,13030DB,,E3,S,4,,,,,,2007/12/24,,2019/3/21,,
"779999-01
781093-01",cRIO-9074+PS-15,"142ED93
HA8293887",,儀上／徐章生,V,4,,,,,,"2009/9/29
2009/10/7",,2009/10/20,,
781715-01,cRIO-9075,16CFEB1,第三槽不能用,S1,V,4,,,,,,2012/4/13,,2015/9/16,,
781715-01,cRIO-9075,16008AE,,KDR-e化,V,4,,,,,,2011/7/21,,2015/9/16,,
781715-01,cRIO-9075,160089F,,KDR-e化,V,4,,,,,,2011/7/21,,,,
781715-01,cRIO-9075,16D2B9B,,KDR-e化,V,4,,,,,,2011/8/4,2012/06/04 RMA(原S/N:162D06F2),,,
781715-01,cRIO-9075,16008AA,,E3,S,4,,,,,,2011/7/21,,2018/9/27,,
781715-01,cRIO-9075,16008AC,,E2,L,2,Welly,,Vivian H,2019/11/22,,2011/7/21,,2018/12/19,,
781716-01,cRIO-9076,16BB00F,,S1,V,4,,,,,,2012/4/12,,2017/3/31,,
781716-01,cRIO-9076,165A23C,,KDR-e化(雲霄),V,4,,,,,,2011/10/14,,,,
781716-01,cRIO-9076,16529F2,,KDR-e化,V,4,,,,,,2011/9/30,,2015/9/16,,
781716-01,cRIO-9076,1635FB1,,E2,S,4,,,,,,2011/10/5,,2018/2/23,,
"781716-01
779097-01",cRIO-9076+9904,"17597DF
HB3130588",,MDR-電力分析-John W,V,2,Ronland,,Vivian H,2017/7/17,,2010/10/5,,2016/12/7,,
781787-12,cRIO-9082,165A02F,,E2,S,4,,,,,,2011/11/17,,2019/12/6,,
781787-12,cRIO-9082,18A9723,,E2,L,2,Noter,,Vivian H,2019/10/28,,,,,,
781787-02,cRIO-9082,164B7DB,,KDR-e化(門禁),V,4,,,,,,2011/9/30,,,,
781787-12,cRIO-9082,1727D99,,E2,S,4,,,,,,2012/8/23,,2018/8/21,,
779053-01,cRIO-9103,1287EE5,,SDR-cRIO Motion,V,4,,,,,,2007/3/30,,2015/9/16,AE Keep,
779053-01,cRIO-9103,13C8385,,E3,S,4,,,,,,2005/6/27,,2019/5/30,AE Keep,
779053-01,cRIO-9103,13A58FA,,E3,S,4,,,,,,2008/9/12,,2016/2/24,AE Keep,
779053-01,cRIO-9103,13A58EB,,E3,S,4,,,,,,2008/9/12,,,AE Keep,
779053-01,cRIO-9103,138C57B,,E3,S,4,,,,,,2008/3/18,2009/2/9 RMA(原S/N:13419AE),,AE Keep,
779054-01,cRIO-9104,1330053,,S12,V,4,,,,,,2008/2/21,,2015/9/16,,
780917-01,cRIO-9113,145B604,,睿柏,V,4,,,,,,2009/10/21,,,AE Keep,
780917-01,cRIO-9113,15D9B7D,,庫-ME-Kevin,V,4,,,,,,2011/6/28,,2017/2/18,AE Keep,
780917-01,cRIO-9113,15F0916,,E3,S,4,,,,,,2011/7/15,,,,
780919-01,cRIO-9116,142F4EC,,ADR-Welly,V,4,,,,,,2009/5/13,,2018/3/30,,
"780919-01
777585-01",cRIO-9116+PS-3,"1404675
1419717",電源線*1,庫-RAE(新)-Ryan,V,4,,,,,,"2009/3/9
2009/4/2",,,,
780920-01,cRIO-9118,159CB84,,庫-ME-Kevin,V,4,,,,,,2011/6/28,,2017/2/18,AE Keep,
779008-01,cRIO-9151,12CA2E8,,E3,S,4,,,,,,2007/9/12,,,Andy,
779008-01,cRIO-9151,1422F11,,ADR-,V,4,,,,,,2009/4/29,,,Andy,
786677-01,cRIO-9803,1D9223D,143556A-0R3 Type-C to Type-C Cable,庫-ME-John W,V,4,,,,,,2018/10/8,,2018/12/12,,
779107-01,"cRIO-9961
(9004.9103.9215.9263.9411.9474.9935)",1140FF5,,左3,D,7,Gary L,,Vivian H,2008/9/24,,2005/7/27,,2008/9/24,Andy,
779107-01,"cRIO-9961
(9004.9103.9215.9263.9411.9474.9935.9233)",1141005,,昇暉,V,4,,,,,,2005/11/2,,,Andy,
781351-01,cRIO-PB(ProfiBus),CS300B1,,E1,L,10,緯宇國際／劉?甫,170222-130835,Kevin Y,2017/2/22,2017/3/27,2011/5/5,,,,
782131-01,cRIO-PN,KB00162,,E1,S,4,,,,,,2018/9/14,,2018/9/14,,
,Crystal,美Even5-1,,美Even5,S,4,,,,,,,,,,
777488-02,"Current Shunt, 10A",CS3,,緯宇／劉?甫,V,4,,,,,,2013/7/25,,2013/8/19,,
777488-02,"Current Shunt, 10A",CS4,,緯宇／劉?甫,V,4,,,,,,2013/7/25,,2013/8/19,,
777488-02,"Current Shunt, 10A",CS1,,左1,S,4,,,,,,,,2019/6/27,,
777488-01,"Current Shunt, 200mA",CS2,,左1,S,4,,,,,,2008/8/25,,2016/11/21,,
783327-01,CVS I/O Accessory +Cable,HC3191198,"156047A-01*1
156084A-03*1",左4,L,00,正崴精密／陳思攸,171012-134956,Derek H,2017/10/12,2017/11/14,2016/6/7,,2017/4/24,,
783327-01,CVS I/O Accessory +Cable,783327-01-01,"156047A-01*1
156084A-03*1",左4,S,4,,,,,,2015/9/1,,2019/5/21,,
783328-01,CVS I/O Accessory +Cable,HB7291271,"156047A-01*1
156084A-0R5*1",S12,V,4,,,,,,2013/11/12,,2018/5/3,,
156083-03,44-pin D-SUB male to pigtail cable,Cable 469,,D4,S,4,,,,,,2015/9/1,,2018/6/27,,
778986-01,CVS-1456(含Power Supply),12C9FDF,"2007/9/12入庫Power Supply:778794-01(S/N:0246726)
",儀上／徐章生,V,4,,,,,,2007/9/12,,,,
778986-01,CVS-1456(含Power Supply),E4F302,"2006/4/17入庫Power Supply:778794-01(S/N:054731664)
",FSE(M6)-Tom,V,4,,,,,,2007/5/10,,,,
782995-01,CVS-1457RT,18D4FCA,,E4,S,4,,,,,,2013/12/30,,2019/5/21,,
783921-01,CVS-1458,1A7E301,,E4,L,2,Lupin,,Vivian H,2016/6/17,,2015/10/20,,2016/6/16,,
784067-01,CVS-1458RT,1C7FE56,,庫-FSE(N7)-Kevin Y,V,4,,,,,,2016/10/3,2018/2/9 與客戶換貨(原S/N:1AF6931),2019/5/23,,
156843A-03L,CVS-1459(WIN),156843A-03L,,E4,L,2,Eva C,,Vivian H,2019/5/23,,2015/9/1,,,,
185788-02,"Dalsa Camera Cable
(1424or1422)",Cable 444,,D4,L,2,Vivian S,,Vivian H,2014/1/17,,,,2014/1/17,AE Keep,
786958-01,DaniSense DS600UB-10V,18475460259,,ME-John S,V,2,Lupin,,Vivian H,2019/9/24,,2019/3/28,,2019/3/28,,
786959-01,DaniSense DL2000UB-10V,19085310095,,ME-John S,V,2,Lupin,,Vivian H,2019/9/24,,2019/3/28,,2019/3/28,,
780377-01,DAQ Daughter Card+DAQ Daughter Card+Power Supply,EAFE00,"電源線*1
",TR00,V,4,,,,,,2008/10/3,,,,
780377-01,DAQ Daughter Card+DAQ Daughter Card+Power Supply,EAFDFE,"電源線*1
",TR00,V,4,,,,,,2008/10/3,,,,
785265-01,DAQ Demo Dut for VB,30DBAA1,"159103A-02 50 OHM BNC (M) to (M) Cable*1
769268-01 Banana Cable(B)*2
769269-01 Banana Cable(R)*3",庫-ME-John W,V,4,,,,,,2016/9/22,,2018/12/12,,
785265-01,DAQ Demo Dut for VB,30DBAC9,"159103A-02 50 OHM BNC (M) to (M) Cable*1
769268-01 Banana Cable(B)*2
769269-01 Banana Cable(R)*3",左4,S,4,,,,,,2016/12/21,,,,
785265-01,DAQ Demo Dut for VB,30DBAE2,"159103A-02 50 OHM BNC (M) to (M) Cable*1
769268-01 Banana Cable(B)*2
769269-01 Banana Cable(R)*3",左4,S,4,,,,,,2016/12/21,,,,
777382-01,DAQ Signal Accessory,B87EDE,,數采／季松平,V,4,,,,,,,,,,
777382-01,DAQ Signal Accessory,B87F5E,,儀上／徐章生,V,4,,,,,,,,,,
777382-01,DAQ Signal Accessory,11F9143,,郭皇志,V,4,,,,,,2006/7/31,,,,
777382-01,DAQ Signal Accessory,11237AE,,林格瑋,V,4,,,,,,2005/10/28,,,,
777382-01,DAQ Signal Accessory,D6FA8E,,宗臣／林俊賢,V,4,,,,,,,,,,
777382-01,DAQ Signal Accessory,12DB2D7,,SR8,V,4,,,,,,2007/10/9,,,,
777382-01,DAQ Signal Accessory,12DB2EA,,SR7,V,4,,,,,,2007/10/9,,,,
777382-01,DAQ Signal Accessory,12DB2BE,,SR6,V,4,,,,,,2007/10/9,,,,
777382-01,DAQ Signal Accessory,12DB2E8,,SR5,V,4,,,,,,2007/10/9,,,,
777382-01,DAQ Signal Accessory,12DB2E6,,SR4,V,4,,,,,,2007/10/3,,,,
777382-01,DAQ Signal Accessory,12DB2BD,,SR3,V,4,,,,,,2007/10/3,,,,
777382-01,DAQ Signal Accessory,12DB2CB,,SR2,V,4,,,,,,2007/10/3,,,,
777382-01,DAQ Signal Accessory,12DB2D8,,SR1,V,4,,,,,,2007/10/3,,,,
777382-01,DAQ Signal Accessory,1163666,,SR0,V,4,,,,,,2005/10/7,,,,
777382-01,DAQ Signal Accessory,11400B0,,HR2,V,4,,,,,,2005/3/2,,,,
777382-01,DAQ Signal Accessory,D6FAA2,,FSE(S2)-Ronland,V,4,,,,,,,,,,
"777382-01
780377-01",DAQ Signal Accessory+DAQ Daughter Card+Power Supply,"137DF09
EC6BA2","電源線*1
",YR0,V,4,,,,,,"2009/4/22
2009/4/22",,,Andy,
"183554C-01
780377-01",DAQ Signal Accessory+DAQ Daughter Card+Power Supply,"11237DF
EAFE12","電源線*1
",TR9,V,4,,,,,,"2005/3/2
2008/7/4",,,Andy,
"183554C-01
780377-01",DAQ Signal Accessory+DAQ Daughter Card+Power Supply,"C8CC7D
EAFE22","電源線*1
",TR8,V,4,,,,,,780377-01 2008/7/4入庫,,,Andy,
"183554C-01
780377-01",DAQ Signal Accessory+DAQ Daughter Card+Power Supply,"C8CCD1
EAFE0C","電源線*1
",TR7,V,4,,,,,,780377-01 2008/7/4入庫,,,Andy,
"183554C-01
780377-01",DAQ Signal Accessory+DAQ Daughter Card+Power Supply,"CD8626
EAFE14","電源線*1
",TR6,V,4,,,,,,780377-01 2008/7/4入庫,,,Andy,
"183554C-01
780377-01",DAQ Signal Accessory+DAQ Daughter Card+Power Supply,"ADC4F3
EAFE1E","電源線*1
",TR5,V,4,,,,,,780377-01 2008/7/4入庫,,,Andy,
"183554C-01
780377-01",DAQ Signal Accessory+DAQ Daughter Card+Power Supply,"CD85FA
EAFE13","電源線*1
",TR4,V,4,,,,,,780377-01 2008/7/4入庫,,,Andy,
"183554C-01
780377-01",DAQ Signal Accessory+DAQ Daughter Card+Power Supply,"AA98E?
EAFDF8","電源線*1
",TR3,V,4,,,,,,780377-01 2008/10/3入庫,,,Andy,
"183554C-01
780377-01",DAQ Signal Accessory+DAQ Daughter Card+Power Supply,"C33817
EAFE0B","電源線*1
",TR2,V,4,,,,,,780377-01 2008/7/4入庫,,,Andy,
"183554C-01
780377-01",DAQ Signal Accessory+DAQ Daughter Card+Power Supply,"AB5B1D
EAFE1C","電源線*1
",TR1,V,4,,,,,,780377-01 2008/7/4入庫,,,Andy,
182858E-01,DAQCard-1200,A5978A,,鐵00,S,4,,,,,,,,,,
182880H-01,DAQCard-1200,C23F7A,,鐵00,S,4,,,,,,,,,,
182858E-01,DAQCard-1200,A3BE38,,鐵00,S,4,,,,,,,,,,
182880H-01,DAQCard-1200 ,BBF0CE,,鐵00,S,4,,,,,,,,,,
183442C-01,DAQCard-5102(含Cable),A794D8,,B1-27,S,4,,,,,,,,,,
187168-02,DAQCard-6024E,CD2D71,,鐵00,S,4,,,,,,,,2017/3/16,,
778269-01,DAQCard-6024E,10BC902,,鐵00,S,4,,,,,,2007/2/2,,,,
778269-01,DAQCard-6024E,CB382F,,數采／季松平,V,4,,,,,,,,,,
778269-01,DAQCard-6024E,CD1D90,,儀上／徐章生,V,4,,,,,,,,,,
778269-01,DAQCard-6024E,10BC973,,HR9,V,4,,,,,,2007/2/2,,,,
778269-01,DAQCard-6024E,110D41A,,HR8,V,4,,,,,,2005/1/27,,,,
778269-01,DAQCard-6024E,110D40D,,HR7,V,4,,,,,,2005/1/27,,,,
778269-01,DAQCard-6024E,110D405,,HR6,V,4,,,,,,2005/1/27,,,,
778269-01,DAQCard-6024E,110D3E7,,HR5,V,4,,,,,,2005/1/27,,,,
778269-01,DAQCard-6024E,110D3B9,,HR4,V,4,,,,,,2005/1/27,,,,
778269-01,DAQCard-6024E,110D36A,,HR3,V,4,,,,,,2005/1/27,,,,
778269-01,DAQCard-6024E,110D35D,,HR2,V,4,,,,,,2005/1/27,,,,
778269-01,DAQCard-6024E,110D357,,HR1,V,4,,,,,,2005/1/27,,,,
778269-01,DAQCard-6024E,11D04C1,,HR0,V,4,,,,,,2006/4/17,,,,
778269-01,DAQCard-6024E,D3723A,,FSE(M6)-Tom,V,4,,,,,,,,,,
777976-01,DAQCard-6062E,109A31D,,鐵00,S,4,,,,,,2004/4/27,,,,
777976-01,DAQCard-6062E,10B3B11,,鐵00,S,4,,,,,,2004/8/23,,,,
777976-01,DAQCard-6062E,1205DF6,,鐵00,S,4,,,,,,2006/7/31,,,,
777976-01,DAQCard-6062E,CCB2BB,,鐵00,L,2,Steve,,Vivian H,2010/4/26,,,,2010/4/26,,
777976-01,DAQCard-6062E,11C1160,,鐵00,S,4,,,,,,2006/5/16,,,,
777976-01,DAQCard-6062E,11C1169,,鐵00,S,4,,,,,,2006/5/16,,2015/9/16,,
777976-01,DAQCard-6062E,D36163,,庫-FSE(N7)-Jellent,V,4,,,,,,,,,,
777976-01,DAQCard-6062E,CD4F11,,庫-FSE(M1)-Andrew,V,4,,,,,,,,2015/11/4,,
777976-01,DAQCard-6062E,107DF9A,,FSE(S2)-Ronland,V,4,,,,,,2004/4/15,,,,
182680D-01,DAQCard-DIO-24,DF3757,,鐵00,S,4,,,,,,,2004/12/24與中科院/劉長生換貨(原B8E354),,,
183054E-01,DAQMeter-4050+Cable+包裝,A606BE,,鐵00,S,4,,,,,,,,2015/9/16,,
779047-01,DAQPad-6015,DEC690,"USB Cable*1
Power Supply*1",FSE(S2)-Ronland,V,4,,,,,,2004/11/10,,,,
779025-01,DAQPad-6016,E151E8,"USB Cable*1
Power Supply*1",宗臣／林俊賢,V,4,,,,,,2005/8/17,,,,
779025-01,DAQPad-6016,DE060E,"USB Cable*1
Power Supply*1",C4,S,4,,,,,,2004/9/3,,,,
185483B-01,DAQPad-6020E,D755BB,,左4,S,4,,,,,,,"2004/5/31 
以PCI6036E(S/N:D07B7D)
與盟訊／陳志祥 換貨",2017/8/29,,
,DAQPad-6020E配件*2,D755BB,"Power Supply*1
USB Cable*1",左4,S,4,,,,,,,"2004/5/31 
以PCI6036E(S/N:D07B7D)
與盟訊／陳志祥 換貨",2017/8/29,,
782015-01,DB25F-DB25F(1m),Cable 1003,,S4,V,4,,,,,,2014/6/24,,2017/11/29,,
782015-01,DB25F-DB25F(1m),Cable 1127,,S4,V,4,,,,,,2014/7/8,,2018/10/9,,
782015-01,DB25F-DB25F(1m),Cable 1144,,S4,V,4,,,,,,2014/7/8,,2015/9/16,,
782015-02,DB25F-DB25F(2m),Cable 2087,,緯宇／劉?甫,V,4,,,,,,2013/7/25,,2013/8/19,,
783672-01,"Desk stand 12 inch, TSM, VESA, 100/75mm",783672-01-01,螺絲*4,FSE(N9)-Sean,V,4,,,,,,2015/8/27,,2015/9/16,,
781988-01,Desktop Mounting Kit for CompactRIO and CompactDAQ-913x,781988-01,,緯宇／劉?甫,V,4,,,,,,2013/7/25,,2013/8/19,,
Chroma,Gigital Power Merter 66202,662022001274,,門後,V,4,,,,,,,,,,
782289-01,"Digital I/O Cable,Basler ace GigE",Cable 1149,,S4,V,00,偲倢科技／蔡曉嵐,171127-104005,Robert,2017/11/27,2017/12/30,2013/4/1,,2017/3/16,,
782289-01,"Digital I/O Cable, Basler ace GigE",Cable 1157,,S4,V,4,,,,,,2013/10/30,,2019/3/13,,
782289-01,"Digital I/O Cable, Basler ace GigE",Cable 1158,,S4,V,4,,,,,,2013/10/30,,2019/4/16,,
782289-01,"Digital I/O Cable, Basler ace GigE",Cable 1159,,S4,V,4,,,,,,2013/10/30,,2014/1/16,,
DGS-1005D,"D-Link 5-Port+電源
(10/100/1000Mbps Switch) (Hub)",B231238001523,,庫AE,V,2,Peggie,,Vivian H,2010/8/6,,,,2010/8/6,AE Keep,
DES-1005D,"D-Link 5-Port+電源
(10-100 Fast Ethernet Switch)",B231241000279,,庫-FSE(M1)-Andrew,V,4,,,,,,2004/2/16,,,AE Keep,
DES-1005D,"D-Link 5-Port+電源
(10-100 Fast Ethernet Switch)",PL2317B002222,,RAE(M4)-Rebecca,V,4,,,,,,2008/4/11,,,AE Keep,
DES-1005D,"D-Link 5-Port+電源
(10-100 Fast Ethernet Switch)",B231241000103,,FSE(N6)-Vivian,V,4,,,,,,2004/2/16,,,AE Keep,
DES-1005D,"D-Link 5-Port+電源
(10-100 Fast Ethernet Switch)",PL2317B002223,,FSE(N2)-Alexander,V,4,,,,,,2008/4/11,,,AE Keep,
DGS-1210-10P,"D-Link 8-Port
(10/100/1000BASE-T)",F3YS1B3000004,電源線*1,KDR-e化(家庭),V,4,,,,,,2011/9/20,,,,
DES-1008D,"D-Link 8-Port+電源
(10/100Mbps Switch) (Hub)",B0235F2C06609,網路線*6,AED1,V,4,,,,,,,,,AE Keep,
185434A-01,DMM Switch DEMO,N/A,,B1-41,S,4,,,,,,2004/6/15,,2018/2/5,Andy,
779367-01,DSA Demo,1421E3B,"Power Supply*1 (S/N:010568)
電源線*1",數采／季松平,V,4,,,,,,2009/4/6,,,,
779367-01,DSA Demo,E1D670,Power Supply*1 (S/N:000850),庫-郭皇志,V,4,,,,,,2005/9/6,,,,
779367-01,DSA Demo,E1D677,Power Supply*1 (S/N:000831),庫-孫荻雯,V,2,Noter,,Vivian H,2019/7/12,,2005/9/6,,2017/12/20,,
779367-01,DSA Demo,13FD046,Power Supply*1 (S/N:009641),庫-RAE(N3)-Steve,V,4,,,,,,2008/12/23,,2016/11/10,,
779367-01,DSA Demo,136C597,Power Supply*1 (S/N:010545),庫-RAE(M1),V,4,,,,,,2008/5/9,,2018/2/13,,
779367-01,DSA Demo,E1D66D,Power Supply*1 (S/N:000832),庫-FSE(N5)-Marvin,V,4,,,,,,2005/9/6,,2017/3/9,,
779367-01,DSA Demo,136C59B,"Power Supply*1 (S/N:010546) 2019/1/3 遺失
電源線*1",庫-FSE(N3)-Andy,V,2,John W,,Vivian H,2015/7/7,,2008/5/9,,2015/7/7,,
779367-01,DSA Demo,E1D695,Power Supply*1 (S/N:000842),左4,S,4,,,,,,2005/9/6,,2019/9/24,,
779367-01,DSA Demo,142B7A4,"Power Supply*1 (S/N:009612)
電源線*1",YR9,V,4,,,,,,2009/4/29,,2015/12/4,,
779367-01,DSA Demo,142B7AE,"Power Supply*1 (S/N:009658)
電源線*1",YR8,V,4,,,,,,2009/4/29,,,,
779367-01,DSA Demo,142B7AF,"Power Supply*1 (S/N:009605)
電源線*1",YR7,V,4,,,,,,2009/4/29,,,,
779367-01,DSA Demo,142B7A6,"Power Supply*1 (S/N:009535)
電源線*1",YR6,V,4,,,,,,2009/4/29,,,,
779367-01,DSA Demo,142B7B8,"Power Supply*1 (S/N:009666)
電源線*1",YR5,V,4,,,,,,2009/4/29,,,,
779367-01,DSA Demo,142B7A3,"Power Supply*1 (S/N:009587)
電源線*1",YR4,V,4,,,,,,2009/4/29,,,,
779367-01,DSA Demo,142B7AA,"Power Supply*1 (S/N:009577)
電源線*1",YR3,V,4,,,,,,2009/4/29,,,,
779367-01,DSA Demo,1421E3F,"Power Supply*1 (S/N:010580)
電源線*1",YR2,V,4,,,,,,2009/4/10,,,,
779367-01,DSA Demo,1421E42,"Power Supply*1 (S/N:003385)
電源線*1",YR1,V,4,,,,,,2009/4/10,,,,
779367-01,DSA Demo,1421E39,"Power Supply*1 (S/N:009674)
電源線*1",YR0,V,4,,,,,,2009/4/10,,,,
779367-01,DSA Demo,1386167,"Power Supply*1 (S/N:009614)(2009/2/9 S/N:009521報廢)
電源線*1",TR9,V,4,,,,,,"2008/6/26 入庫
Power Supply-2008/12/24 入庫",,,,
